DWH Tables,DimPlant,1552
DWH Tables,DimProduct,12
DWH Tables,FactInventory,12
DWH Tables,FactProduction,12
DWH Tables,DimPlant,8
DWH Tables,DimDate,3
DWH Tables,FactInventory,2
DWH Tables,FactProduction,2
DWH Tables,DimDate,1
