1,20240531,1029,1040,1020,NULL,NULL,2836399.59,NULL
2,20240531,1029,1039,1020,NULL,NULL,12462333.01,NULL
3,20241231,1029,1039,1020,NULL,NULL,9495865.41,NULL
4,20241231,1029,1037,1020,NULL,NULL,6062692.70,NULL
5,20241231,1029,1040,1020,NULL,NULL,2889423.98,NULL
