Star,DimBusinessUnit,0
Star,DimBusinessUnit,0
Star,DimBusinessUnit,0
Star,DimBusinessUnit,0
Star,DimDate,0
Star,DimDate,0
Star,DimDate,0
Star,DimDate,0
Star,DimDate,0
Star,DimPeriod,0
Star,DimPlant,0
Star,DimPlant,0
Star,DimPlant,0
Star,DimPlant,0
Star,DimProduct,0
Star,DimProduct,0
Star,DimProduct,0
Star,DimProductType,0
Star,DimProductType,0
Star,DimProductType,0
Star,DimWarehouse,0
Star,DimWarehouse,0
Star,FactInventory,0
Star,FactInventory,0
Star,FactInventory,0
Star,FactProduction,0
Star,FactProduction,0
Star,FactProduction,0
Star,FactProductionComparison,0
Star,FactProductionComparison,0
Star,FactProductionComparison,0
Star,Orchestration_Log,0
Star,Pipeline_Execution_Log,0
Star,sysdiagrams,0
